material_id,material_name,family_id,family_name,recat_basis,family,subtype,confidence,notes
NIST-MATDB-b549744284aa529c2cb1ec732cedb2fb,Graphite Oxide Cu-BTC,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,HKUST-1 / Cu-BTC family,high,MOF keyword/series name; bracketed complex or formula; carbon keyword / activated carbon code
NIST-MATDB-c0fbfed4724d172cf9d09810605ce826,Graphite Oxide Cu-BTC (1st cycle),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,HKUST-1 / Cu-BTC family,high,MOF keyword/series name; bracketed complex or formula; carbon keyword / activated carbon code
NIST-MATDB-8b602c9f4bea3f3e427f02b9c68169db,Graphite Oxide Cu-BTC (2nd cycle),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,HKUST-1 / Cu-BTC family,high,MOF keyword/series name; bracketed complex or formula; carbon keyword / activated carbon code
NIST-MATDB-19e421ef0dc17ba45425ec03725d2e2f,Graphite Oxide Cu-BTC (3rd cycle),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,HKUST-1 / Cu-BTC family,high,MOF keyword/series name; bracketed complex or formula; carbon keyword / activated carbon code
NIST-MATDB-f7d31e1fd28ba6fbb192ff53fd0bea3a,Graphite Oxide Cu-BTC (4th cycle),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,HKUST-1 / Cu-BTC family,high,MOF keyword/series name; bracketed complex or formula; carbon keyword / activated carbon code
NIST-MATDB-6db7a0ef27b88e420f85cb2718d004c2,HKUST-1-F1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,HKUST-1 / Cu-BTC family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-804f83e527303ee4d8d77926b402667c,IRMOF-1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,IRMOF series,high,MOF keyword/series name
NIST-MATDB-6b2c32683abfb41c953cc43c78c6119c,IRMOF-1-H,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,IRMOF series,high,MOF keyword/series name
NIST-MATDB-d5ea47f8b857165c0c3b6471ad2fbaf1,IRMOF-11,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,IRMOF series,high,MOF keyword/series name
NIST-MATDB-79f768d13ca51b521f4573d4bac81acd,IRMOF-13,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,IRMOF series,high,MOF keyword/series name
NIST-MATDB-a378219a763aefdf46b08bb3faff567f,IRMOF-14,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,IRMOF series,high,MOF keyword/series name
NIST-MATDB-96713fc6845e0ffe5a35364c2d59e6dc,IRMOF-3,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,IRMOF series,high,MOF keyword/series name
NIST-MATDB-9d023a670a2aedb5225d9cd365e24210,IRMOF-8,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,IRMOF series,high,MOF keyword/series name
NIST-MATDB-5a9adbf7ca9f80422e5ac35364502e27,IRMOF-8-INT,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,IRMOF series,high,MOF keyword/series name
NIST-MATDB-f68a58fe7a68c0fddf6b45d0b0178a79,InOF-2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,InOF series,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-4849f8961f48df2040174f503bca7959,InOF-2-Li+,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,InOF series,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-3589fd4b77aac447a6a6c0f6f7cc67ab,Amino-MIL-53(Al),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-12953db38a00b28298da9bdb61872b08,BioMil-3,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-e8a1a82c4fe2ad952d1c107156f780f2,MIL-100(Fe),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-f55cae58cff61d336d8b65bece21175f,MIL-101,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-a9e11ceb6530da1c9209e0669e7fb962,MIL-101(Al)-NH2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-199dca394d2666bf5cbba03071c1f31b,MIL-101(Cr)-150nm-PEI-10000,7,Solid amines,marker (PEI/TEPA/TRI-PE/mmen/dmen/amine modified),MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-d0457b10a84b406f2b918810c7a549eb,MIL-101(Cr)-150nm-PEI-1800,7,Solid amines,marker (PEI/TEPA/TRI-PE/mmen/dmen/amine modified),MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-626f60c1a1c38bc10a54c79bd5e51043,MIL-101(Cr)-150nm-PEI-300,7,Solid amines,marker (PEI/TEPA/TRI-PE/mmen/dmen/amine modified),MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-fa6af90ae7047cd1e3e82fb3df4c43e8,MIL-101(Cr)-250nm,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-fa6af90ae7047cd1e3e82fb3df4c43e8,MIL-101(Cr)-250nm,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-c0b868a15df5d407ae6aae154e6a8a89,MIL-101(Cr)-250nm-PEI-300,7,Solid amines,marker (PEI/TEPA/TRI-PE/mmen/dmen/amine modified),MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-84dc65aa020b800974db1ede39b878bf,MIL-117,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-8e0eb6bf3d9f30fadcfbba69c455f030,MIL-140A,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-f0f8e031e1488eeaff18c1606e7ae200,MIL-140A-F,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-b85b93e4af0a96a276b056f1b8afdeab,MIL-140A-NH2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-9b483cd0a5f053ae0984ad50102d2859,MIL-140B,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-29d02041970a2b028411178674e77f34,MIL-140C,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-64a0592a599bd808e720342b51b39092,MIL-140C-25,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-c7868ea35baa0394ec553c6aa103fb84,MIL-140C-Me,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-1ff831a1096c82991a77044949abd35d,MIL-140D,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,MIL-47,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-9f02824618e94d86caedc9fb497366ba,MIL-53,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-1b85b1862d4e9cc2e0f46d0e2698ab79,MIL-53(Al),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-6010f08f73d84cd5c903b833ae3f51c8,MIL-53(Al)-type A,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-7cb7f2ebc677a987561f61f34f01f965,MIL-53(Cr),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-2a9a310df69fd3641cadabab515fea18,MIL-53C,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-13e4e303e7e506cdf1152eef20c17c72,MIL-53S,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-1187683d86bb5aa991b488702bbdc6a6,MIL-96,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-868efdea50d656459aa96236f65022bf,MIL-96-A1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-1327db2fb2763425be98a2a288314acf,MIL-96-A2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-f0454fce487387e8e8a6d37c768fdf0d,MIL-96-A3,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-cb5f75a7a94738e172a509a7208d0ea7,MIL-96-M1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-3f1593375627dce26229e0712949c8ca,MIL-96-M2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-0aede9fe826f214c750b0855c0fc1188,MIL-96-M3,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-4a76c35f1a67ba118b0d402bdad95169,NH2-MIL-53,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-4a76c35f1a67ba118b0d402bdad95169,NH2-MIL-53,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-1b5c20248717ca46ef341e3c5f2c1f30,NH2-MIL-53(Al),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-ff4bd9bc5363290d9a0e2588879793fc,TEPA-MIL-101,7,Solid amines,marker (PEI/TEPA/TRI-PE/mmen/dmen/amine modified),MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-6f2f516bdc4e7127699c4a30bedfe0c3,CPO-27-Mg-a,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula; commercial zeolite code
NIST-MATDB-70c2b94c27f7f7d4b838f89e2340ce8e,CPO-27-Mg-b,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-f5c54cdf45da93997fc911b2fa0af06c,CPO-27-Mg-c,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-2dcd78762c5032d1b5b3a93ef6f898b5,Cu-MOF-74,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-627250e1b90f307bafa15a3443ff8fa0,Fe-MOF-74,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-49b1e69854030020562c1a51b5d17de8,MOF-74,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-8b2f5bfff597fd6ac1507365a3732a97,MOF-74-Co,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-775250b0154475da1a9521dd991a76d6,MOF-74-Ni,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,Mg-MOF-74,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-ffef9fe8f87486bc0a607d2de561618d,Mg-MOF-74 (3),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-df5a7d1b98bf856906a188166face5b4,Mg-MOF-74 (4),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-f4b549a56c1a5caf008c436b7d0aaaea,Mg2(dobdc),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-f615a0462385c0cf6402e3408f388123,Mn-MOF-74,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-9ab18a5aa1db0a6827d18e1707055261,Ni-DOBDC,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-78e8e8044f33dfb63d742cd181396dfc,Ni-MOF-74 (1),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-2d9160505b3f649ff3c6a4c594f5fec1,Ni-MOF-74 (2),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-56a7e860822819db08b3fd9fc437f425,Ni2(dobdc),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-acc401e3ec9a9a7ffb7948daa55b7bee,Pip-CPO-27-Ni,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-71d6fc9e1d75f65e8a04544608290958,Zn-MOF-74,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-b7c532faf2e63ad3b792c61e5c687542,Zn2(dobdc),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-0e95c40c4cf7b93e0daef46f3a89bd88,NU-1000,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,NU series,medium,MOF keyword/series name
NIST-MATDB-b970cc46b139824b51520d18a9b63146,NU-125,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,NU series,medium,MOF keyword/series name
NIST-MATDB-1b640cdaf885a25b91b8daa3c3416e79,NU-125-F1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,NU series,medium,MOF keyword/series name
NIST-MATDB-1b95fcd71d4ffac273b7f59c717efe16,NU-135,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,NU series,medium,MOF keyword/series name
NIST-MATDB-331e2254f69e47084c4861433d493ebe,PCN-11,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,PCN series,high,MOF keyword/series name
NIST-MATDB-7bf7c552e533131e05103e2410893349,PCN-16,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,PCN series,high,MOF keyword/series name
NIST-MATDB-827b138fa44b70a8964cf903faba3b56,PCN-46,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,PCN series,high,MOF keyword/series name
NIST-MATDB-a63d9788aad9ae8f613375330d0bde8f,PCN-6,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,PCN series,high,MOF keyword/series name
NIST-MATDB-ae46e894385f3cb16cc718540a182839,PCN-6',4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,PCN series,high,MOF keyword/series name
NIST-MATDB-e7a38098d7f17906ec2b52dea24b2939,PCN-61,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,PCN series,high,MOF keyword/series name
NIST-MATDB-a0c4117b2de8b3ac0deebda1d521c19b,PCN-68,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,PCN series,high,MOF keyword/series name
NIST-MATDB-b9bffc1a1dbe706adfe44577120a9311,UMCM-1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UMCM series,medium,MOF keyword/series name
NIST-MATDB-8b8f5dc21e8758d0adfbc6da4cee39a6,UMCM-150,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UMCM series,medium,MOF keyword/series name
NIST-MATDB-9a4970ed1102ae9f0cc3aade2c1440f7,UMCM-150N2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UMCM series,medium,MOF keyword/series name
NIST-MATDB-e541b4260474f7557374f08111813c73,UMCM-2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UMCM series,medium,MOF keyword/series name
NIST-MATDB-ab995b569e3eef266e371252ec189e8b,UTSA-16,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UTSA series,high,MOF keyword/series name
NIST-MATDB-4948be456a6d7e72e264d323fa462f8b,UTSA-16-GO (19 mg),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UTSA series,high,MOF keyword/series name
NIST-MATDB-d3f895c0c74a9ba0f0e9a9b56e4c564a,UTSA-16-GO (28.5 mg),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UTSA series,high,MOF keyword/series name
NIST-MATDB-a4a263903a4b295dcad786bfadfd71cf,UTSA-16-GO (9.5 mg),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UTSA series,high,MOF keyword/series name
NIST-MATDB-59f19acd1afc50835c8dcdedacfbb39e,UTSA-40,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UTSA series,high,MOF keyword/series name
NIST-MATDB-6feeab2bf9bf4e38b37af33d0801971a,Dehydroxylated UiO-66,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UiO (Zr-based MOF family),high,MOF keyword/series name
NIST-MATDB-f0d21fca297aa06616af675ba0c455a4,Hydroxylated UiO-66,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UiO (Zr-based MOF family),high,MOF keyword/series name
NIST-MATDB-5ab0dbe0639729711750ef4b97715f0f,UiO-66,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UiO (Zr-based MOF family),high,MOF keyword/series name
NIST-MATDB-4f997dd50218f80755de4f39ef56d711,UiO-66-Br,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UiO (Zr-based MOF family),high,MOF keyword/series name
NIST-MATDB-b425ac967ceb23a458c5e6f13f9dee6b,UiO-66-NH2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UiO (Zr-based MOF family),high,MOF keyword/series name
NIST-MATDB-fa79ad13534250f0bc3baa41eda9ec6f,UiO-66-NO2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UiO (Zr-based MOF family),high,MOF keyword/series name
NIST-MATDB-bf0595e4d5b70b94a7995a030ece9af7,UiO-66-S3p,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UiO (Zr-based MOF family),high,MOF keyword/series name
NIST-MATDB-04952328cf3644b315eaf3f178d01e30,opt-UiO-66(Zr)-(OH)2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,UiO (Zr-based MOF family),high,MOF keyword/series name
NIST-MATDB-b699807b06891c7f1f32b0be7c081517,ED-ZIF-8,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-84a40dd818b928ee3ffae58c08422b64,ZIF-25,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-9e5edba55f0f609476161019d58113ed,ZIF-68,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-e09d347dd969d6bd83df1d148fc34ecc,ZIF-69,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,ZIF-7,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-ba925980550f907f14b9e2aa08b07d60,ZIF-71,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-b1d442c4ac766d1f5097e2ffc559d14f,ZIF-76,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-d8cf38b309ee3a17162e8cfe4c836f7e,ZIF-78,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-89e81937227ff55fd71de86adb493b79,ZIF-79,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,ZIF-8,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-0b49d03b8dfa6484272b6e856f671737,ZIF-8-NH2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-5a53918a0d77cc8dc4fdaed222acfb5f,ZIF-93,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-217068c8f810635ff0993eb984f54688,ZIF-95,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-ddcc16ec5bab462fdb6782c72b5d66c0,ZIF-96,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-0d2ed9b553d50ec8837d4b977ddc5205,ZIF-97,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-ef2e7a1950f7856f5ed1cb1446029559,Al-Rho-ZMOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-fab196b1a0e18f92cad8400a31fa5fdc,Al-rho-MOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-ab6368c177e0145be0ac2b5dad9a9204,Ca-rho-MOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-de7bf232abf3afaa523d8b3538951cbe,Cs-rho-MOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-489cc883af49bb4823b68b3c2924d462,K-rho-MOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-ca704ca161b3d372d991227664ebd1c2,Li-Rho-ZMOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-4a1722bcb0f483f2834a69159a4706a0,Mg-Rho-ZMOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-121099da5c9e0772a6f7a19e407c83ab,Na-Rho-ZMOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-ca773f0a99cd2aa2958f4b9cd3b131be,Na-rho-MOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-f06e933322c665e549c5b147b05d013f,Rb-rho-MOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-fd7ade7b33c3327069abc402f4d18439,Rho-ZMOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name
NIST-MATDB-770ed56e7968554d6e542250173b9c4f,Sr-Rho-ZMOF,1,Zeolites,zeolite/zeotype marker or prior family,MOF / coordination framework,ZMOF / rho-type MOF,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-6f07e1c1cc195fd2f91926bc4259eed0,Rht-MOF,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,rht-topology MOF,high,MOF keyword/series name
NIST-MATDB-7fdf13472b4efa48838e97a61272acab,Rht-MOF-1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,rht-topology MOF,high,MOF keyword/series name
NIST-MATDB-f75bccc7594f5516f28b480feace96b7,Rht-MOF-7,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,rht-topology MOF,high,MOF keyword/series name
NIST-MATDB-d0f9420c19ce3e113d445002d33f7177,rht-MOF-9,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,rht-topology MOF,high,MOF keyword/series name
